Day of month	Flight Number	Tail Number	Destination airport	Airborne time (minutes)	Distance  (miles)
16	1872	N3734B	MKE	95	670
16	678	N3731T	MKE	100	670
16	1099	N310DA	MKE	104	670
16	1078	N317DL	MKE	105	670
17	678	N3732J	MKE	97	670
17	1099	N304DL	MKE	97	670
17	1872	N397DA	MKE	98	670
17	1078	N381DL	MKE	99	670
18	1078	N313DL	MKE	90	670
18	1099	N303DL	MKE	91	670
18	1872	N399DA	MKE	94	670
18	678	N3736C	MKE	100	670
19	1099	N236WA	MKE	94	670
19	1078	N310DA	MKE	98	670
19	678	N3733Z	MKE	100	670
19	1872	N396DA	MKE	105	670
20	1099	N314DA	MKE	96	670
20	1872	N3739	MKE	96	670
20	678	N399DA	MKE	101	670
20	1078	N326DL	MKE	101	670
21	1872	N3761R	MKE	97	670
21	1078	N301DL	MKE	100	670
21	678	N3737C	MKE	101	670
21	1099	N307DL	MKE	103	670
22	1872	N398DA	MKE	96	670
22	1078	N326DL	MKE	106	670
22	1099	N378DL	MKE	109	670
22	678	N396DA	MKE	115	670
23	678	N3739	MKE	89	670
23	1099	N374DL	MKE	90	670
23	1078	N304DL	MKE	93	670
23	1872	N3731T	MKE	96	670
24	678	N3730B	MKE	89	670
24	1872	N3738B	MKE	95	670
24	1099	N316DL	MKE	96	670
24	1078	N374DL	MKE	97	670
25	1078	N301DL	MKE	92	670
25	1872	N3733Z	MKE	93	670
25	678	N397DA	MKE	95	670
25	1099	N327DL	MKE	98	670
26	1099	N244WA	MKE	95	670
26	1872	N396DA	MKE	95	670
26	1078	N325DL	MKE	97	670
26	678	N3734B	MKE	98	670
27	1872	N395DN	MKE	98	670
27	678	N3732J	MKE	103	670
27	1078	N380DL	MKE	103	670
27	1099	N381DL	MKE	107	670
28	678	N3737C	MKE	97	670
28	1099	N320DL	MKE	99	670
28	1078	N326DL	MKE	100	670
28	1872	N399DA	MKE	118	670
29	678	N397DA	MKE	93	670
29	1872	N3730B	MKE	95	670
29	1078	N309DL	MKE	100	670
29	1099	N327DL	MKE	101	670
30	1872	N3736C	MKE	88	670
30	678	N3738B	MKE	94	670
30	1099	N316DL	MKE	95	670
30	1078	N327DL	MKE	96	670
31	678	N395DN	MKE	88	670
31	1872	N398DA	MKE	93	670
31	1099	N312DL	MKE	95	670
31	1078	N315DL	MKE	99	670
1	459	N982DL	MLB	61	444
1	1138	N948DL	MLB	63	444
1	1541	N980DL	MLB	63	444
2	459	N944DL	MLB	61	444
2	1541	N908DE	MLB	61	444
2	1138	N970DL	MLB	62	444
3	1541	N912DE	MLB	60	444
3	1138	N934DL	MLB	61	444
3	459	N933DL	MLB	63	444
4	1138	N913DE	MLB	60	444
4	459	N999DN	MLB	62	444
4	1541	N900DE	MLB	63	444
5	1138	N954DL	MLB	59	444
5	1541	N955DL	MLB	61	444
5	459	N990DL	MLB	64	444
6	1138	N917DE	MLB	61	444
6	459	N986DL	MLB	62	444
6	1541	N981DL	MLB	62	444
7	1138	N912DL	MLB	59	444
7	459	N957DL	MLB	60	444
7	1541	N928DL	MLB	60	444
8	1138	N900DE	MLB	60	444
8	1541	N915DE	MLB	61	444
8	459	N965DL	MLB	62	444
9	459	N916DE	MLB	62	444
9	1541	N958DL	MLB	62	444
9	1138	N974DL	MLB	63	444
10	459	N901DE	MLB	63	444
10	1541	N917DE	MLB	63	444
10	1138	N961DL	MLB	65	444
11	1541	N913DL	MLB	61	444
11	1138	N945DL	MLB	62	444
11	459	N901DE	MLB	65	444
12	1541	N977DL	MLB	59	444
12	1138	N919DL	MLB	61	444
12	459	N956DL	MLB	65	444
13	1138	N985DL	MLB	62	444
13	1541	N903DL	MLB	64	444
13	459	N940DL	MLB	66	444
14	1541	N925DL	MLB	63	444
14	459	N984DL	MLB	65	444
14	1138	N901DL	MLB	65	444
15	1541	N914DE	MLB	60	444
15	1138	N995DL	MLB	63	444
15	459	N984DL	MLB	70	444
16	1138	N980DL	MLB	58	444
16	1541	N939DL	MLB	59	444
16	459	N934DL	MLB	61	444
17	459	N921DL	MLB	61	444
17	1138	N919DL	MLB	61	444
17	1541	N938DL	MLB	62	444
18	459	N913DL	MLB	61	444
18	1541	N957DL	MLB	61	444
18	1138	N906DL	MLB	62	444
19	1138	N941DL	MLB	63	444
19	459	N931DL	MLB	64	444
19	1541	N933DL	MLB	66	444
20	1541	N991DL	MLB	59	444
20	459	N994DL	MLB	63	444
20	1138	N915DE	MLB	80	444
21	1541	N969DL	MLB	56	444
21	1138	N927DA	MLB	57	444
21	459	N970DL	MLB	59	444
22	459	N963DL	MLB	57	444
22	1138	N990DL	MLB	58	444
22	1541	N913DE	MLB	61	444
23	1541	N991DL	MLB	57	444
23	1138	N957DL	MLB	58	444
23	459	N912DE	MLB	59	444
24	1138	N963DL	MLB	57	444
24	1541	N911DL	MLB	59	444
24	459	N959DL	MLB	61	444
25	1138	N924DL	MLB	58	444
25	1541	N926DL	MLB	58	444
25	459	N983DL	MLB	60	444
26	1541	N920DL	MLB	60	444
26	459	N999DN	MLB	61	444
26	1138	N986DL	MLB	61	444
27	459	N908DL	MLB	58	444
27	1138	N914DL	MLB	61	444
27	1541	N942DL	MLB	61	444
28	1138	N911DL	MLB	59	444
28	1541	N941DL	MLB	59	444
28	459	N985DL	MLB	60	444
29	459	N913DL	MLB	59	444
29	1138	N959DL	MLB	60	444
29	1541	N977DL	MLB	60	444
30	459	N911DL	MLB	62	444
30	1138	N916DE	MLB	62	444
30	1541	N949DL	MLB	64	444
31	459	N903DE	MLB	61	444
31	1541	N998DL	MLB	62	444
31	1138	N931DL	MLB	63	444
1	1823	N909DE	MOB	46	302
1	353	N380DL	MOB	48	302
1	1487	N310DA	MOB	51	302
1	1715	N334DL	MOB	52	302
1	285	N979DL	MOB	53	302
2	1823	N916DE	MOB	47	302
2	353	N305DL	MOB	48	302
2	285	N951DL	MOB	50	302
2	1487	N243WA	MOB	52	302
3	1823	N963DL	MOB	46	302
3	285	N956DL	MOB	48	302
3	353	N320DL	MOB	50	302
3	1487	N311DL	MOB	51	302
3	1715	N327DL	MOB	51	302
4	1823	N916DE	MOB	45	302
4	1487	N323DL	MOB	48	302
4	285	N980DL	MOB	49	302
4	353	N376DL	MOB	50	302
4	1715	N313DL	MOB	50	302
5	285	N997DL	MOB	46	302
5	1823	N907DE	MOB	46	302
5	353	N332DL	MOB	47	302
5	1715	N311DL	MOB	49	302
5	1487	N238WA	MOB	51	302
6	1823	N929DL	MOB	47	302
6	353	N382DL	MOB	48	302
6	1487	N316DL	MOB	49	302
6	1715	N245WA	MOB	51	302
6	285	N931DL	MOB	52	302
7	1823	N966DL	MOB	47	302
7	285	N903DE	MOB	48	302
7	353	N313DL	MOB	49	302
7	1487	N238WA	MOB	50	302
7	1715	N307DL	MOB	52	302
8	1823	N938DL	MOB	49	302
8	353	N243WA	MOB	50	302
8	1715	N373DL	MOB	50	302
8	285	N932DL	MOB	51	302
8	1487	N323DL	MOB	56	302
9	1823	N980DL	MOB	49	302
9	285	N968DL	MOB	52	302
9	353	N239WA	MOB	53	302
9	1487	N375DL	MOB	55	302
10	1823	N946DL	MOB	50	302
10	1487	N317DL	MOB	53	302
10	285	N939DL	MOB	54	302
10	353	N303DL	MOB	55	302
10	1715	N315DL	MOB	55	302
11	285	N974DL	MOB	51	302
11	353	N305DL	MOB	51	302
11	1823	N906DL	MOB	51	302
11	1487	N379DL	MOB	52	302
11	1715	N308DL	MOB	54	302
12	1823	N928DL	MOB	49	302
12	353	N326DL	MOB	52	302
12	1487	N242WA	MOB	52	302
12	285	N960DL	MOB	54	302
12	1715	N321DL	MOB	54	302
13	1823	N920DE	MOB	47	302
13	1487	N378DL	MOB	49	302
13	353	N334DL	MOB	50	302
13	1715	N327DL	MOB	52	302
13	285	N916DL	MOB	54	302
14	285	N916DE	MOB	51	302
14	1715	N334DL	MOB	51	302
14	1823	N918DL	MOB	51	302
14	1487	N380DL	MOB	52	302
14	353	N302DL	MOB	56	302
15	285	N936DL	MOB	47	302
15	1487	N325DL	MOB	48	302
15	1823	N976DL	MOB	48	302
15	353	N376DL	MOB	49	302
15	1715	N375DL	MOB	50	302
16	353	N309DL	MOB	47	302
16	1823	N907DL	MOB	47	302
16	285	N918DL	MOB	48	302
16	1487	N334DL	MOB	49	302
17	285	N982DL	MOB	46	302
17	353	N331DL	MOB	46	302
17	1487	N382DL	MOB	48	302
17	1715	N330DL	MOB	49	302
17	1823	N994DL	MOB	50	302
18	1823	N997DL	MOB	46	302
18	353	N327DL	MOB	47	302
18	1715	N237WA	MOB	50	302
18	285	N961DL	MOB	52	302
18	1487	N301DL	MOB	53	302
19	1823	N959DL	MOB	51	302
19	285	N964DL	MOB	54	302
19	1715	N244WA	MOB	55	302
20	1823	N909DE	MOB	44	302
20	353	N332DL	MOB	46	302
20	285	N953DL	MOB	48	302
20	1487	N382DL	MOB	50	302
20	1715	N312DL	MOB	50	302
21	353	N325DL	MOB	47	302
21	1823	N922DL	MOB	47	302
21	1487	N307DL	MOB	49	302
21	285	N900DE	MOB	51	302
21	1715	N334DL	MOB	53	302
22	285	N944DL	MOB	47	302
22	1487	N318DL	MOB	48	302
22	353	N242WA	MOB	50	302
22	1715	N380DL	MOB	50	302
22	1823	N935DL	MOB	50	302
23	1487	N377DL	MOB	50	302
23	1823	N907DL	MOB	50	302
23	285	N991DL	MOB	52	302
23	353	N379DL	MOB	53	302
24	1823	N955DL	MOB	46	302
24	353	N309DL	MOB	47	302
24	285	N934DL	MOB	48	302
24	1487	N334DL	MOB	53	302
24	1715	N332DL	MOB	53	302
25	353	N329DL	MOB	44	302
25	1823	N987DL	MOB	44	302
25	1715	N303DL	MOB	47	302
25	285	N911DE	MOB	51	302
25	1487	N313DL	MOB	51	302
26	1823	N907DL	MOB	45	302
26	353	N331DL	MOB	49	302
26	1487	N312DL	MOB	51	302
26	285	N918DL	MOB	53	302
27	1823	N951DL	MOB	44	302
27	353	N239WA	MOB	47	302
27	1715	N375DL	MOB	48	302
27	285	N903DE	MOB	50	302
28	285	N946DL	MOB	46	302
28	1715	N334DL	MOB	46	302
28	1487	N302DL	MOB	47	302
28	1823	N966DL	MOB	47	302
28	353	N309DL	MOB	49	302
29	1823	N901DL	MOB	45	302
29	353	N320DL	MOB	46	302
29	285	N919DL	MOB	49	302
29	1487	N305DL	MOB	49	302
29	1715	N322DL	MOB	50	302
30	1823	N917DL	MOB	46	302
30	285	N910DL	MOB	47	302
30	353	N377DL	MOB	48	302
30	1487	N326DL	MOB	49	302
31	1487	N312DL	MOB	46	302
31	1823	N943DL	MOB	49	302
31	285	N914DE	MOB	50	302
31	1715	N244WA	MOB	51	302
31	353	N382DL	MOB	53	302
1	756	N940DL	MSP	123	907
1	1856	N918DL	MSP	123	907
1	1278	N983DL	MSP	125	907
1	962	N323DL	MSP	128	907
1	1716	N922DL	MSP	129	907
1	1416	N334DL	MSP	131	907
1	854	N314DA	MSP	148	907
2	756	N906DL	MSP	130	907
2	962	N308DL	MSP	130	907
2	1278	N999DN	MSP	131	907
2	1416	N381DL	MSP	131	907
2	1856	N990DL	MSP	131	907
2	1716	N906DE	MSP	133	907
2	854	N315DL	MSP	137	907
3	756	N968DL	MSP	127	907
3	854	N379DL	MSP	128	907
3	1278	N941DL	MSP	129	907
3	1856	N914DE	MSP	129	907
3	1416	N327DL	MSP	131	907
3	962	N242WA	MSP	142	907
4	962	N377DL	MSP	123	907
4	756	N924DL	MSP	126	907
4	1856	N986DL	MSP	128	907
4	1278	N915DE	MSP	129	907
4	854	N331DL	MSP	130	907
4	1716	N908DL	MSP	130	907
4	1416	N313DL	MSP	131	907
5	1856	N938DL	MSP	126	907
5	756	N933DL	MSP	127	907
5	1416	N311DL	MSP	127	907
5	962	N239WA	MSP	128	907
5	1278	N952DL	MSP	128	907
5	1716	N991DL	MSP	129	907
5	854	N331DL	MSP	133	907
6	756	N903DL	MSP	121	907
6	962	N329DL	MSP	125	907
6	1856	N965DL	MSP	127	907
6	1416	N245WA	MSP	129	907
6	1716	N902DL	MSP	129	907
6	854	N377DL	MSP	134	907
6	1278	N901DE	MSP	134	907
7	1856	N907DL	MSP	119	907
7	1716	N983DL	MSP	122	907
7	756	N935DL	MSP	124	907
7	1278	N954DL	MSP	125	907
7	962	N331DL	MSP	126	907
7	1416	N307DL	MSP	127	907
7	854	N332DL	MSP	129	907
8	1278	N997DL	MSP	120	907
8	1856	N911DE	MSP	120	907
8	962	N313DL	MSP	122	907
8	1416	N373DL	MSP	123	907
