Day of month	Flight Number	Tail Number	Destination airport	Airborne time (minutes)	Distance  (miles)
28	376	N3760C	DCA	76	547
28	1442	N945DL	DCA	76	547
28	400	N957DL	DCA	77	547
28	690	N963DL	DCA	77	547
28	1444	N905DL	DCA	77	547
28	1446	N964DL	DCA	77	547
28	1582	N998DL	DCA	77	547
28	378	N901DL	DCA	78	547
28	540	N959DL	DCA	78	547
28	578	N907DE	DCA	78	547
28	1894	N989DL	DCA	79	547
28	1066	N640DL	DCA	83	547
28	1418	N992DL	DCA	86	547
28	1874	N950DL	DCA	93	547
29	376	N3763D	DCA	77	547
29	540	N963DL	DCA	77	547
29	1444	N908DL	DCA	77	547
29	578	N958DL	DCA	78	547
29	690	N991DL	DCA	78	547
29	400	N913DE	DCA	79	547
29	378	N905DE	DCA	81	547
29	1066	N629DL	DCA	81	547
29	1582	N912DL	DCA	81	547
29	1894	N979DL	DCA	81	547
29	1418	N987DL	DCA	83	547
29	1446	N912DE	DCA	83	547
29	1442	N953DL	DCA	87	547
29	1874	N910DE	DCA	94	547
30	1442	N920DL	DCA	73	547
30	690	N978DL	DCA	74	547
30	378	N972DL	DCA	75	547
30	400	N970DL	DCA	76	547
30	578	N961DL	DCA	77	547
30	1874	N953DL	DCA	77	547
30	1582	N936DL	DCA	78	547
30	376	N386DA	DCA	79	547
30	1894	N945DL	DCA	80	547
30	1418	N993DL	DCA	81	547
31	376	N377DA	DCA	73	547
31	400	N971DL	DCA	73	547
31	1418	N951DL	DCA	73	547
31	1066	N686DA	DCA	74	547
31	1894	N968DL	DCA	74	547
31	578	N911DE	DCA	76	547
31	690	N900DE	DCA	76	547
31	1874	N923DL	DCA	77	547
31	1446	N919DE	DCA	78	547
31	1442	N960DL	DCA	79	547
31	1582	N989DL	DCA	80	547
31	378	N905DE	DCA	82	547
1	223	N103DA	DEN	164	1197
1	1171	N954DL	DEN	168	1197
1	505	N625DL	DEN	170	1197
1	301	N921DL	DEN	172	1197
1	517	N661DN	DEN	172	1197
1	1605	N666DN	DEN	173	1197
1	385	N655DL	DEN	174	1197
1	319	N987DL	DEN	177	1197
1	1707	N960DL	DEN	177	1197
2	301	N918DL	DEN	164	1197
2	517	N665DN	DEN	166	1197
2	223	N102DA	DEN	167	1197
2	385	N623DL	DEN	168	1197
2	505	N635DL	DEN	170	1197
2	1605	N609DL	DEN	170	1197
2	319	N926DL	DEN	174	1197
2	1171	N919DL	DEN	175	1197
2	1707	N908DL	DEN	175	1197
3	1171	N956DL	DEN	161	1197
3	319	N977DL	DEN	164	1197
3	505	N663DN	DEN	164	1197
3	301	N920DE	DEN	165	1197
3	1605	N671DN	DEN	168	1197
3	223	N106DA	DEN	169	1197
3	517	N653DL	DEN	169	1197
3	1707	N913DL	DEN	172	1197
3	385	N683DA	DEN	173	1197
4	385	N662DN	DEN	160	1197
4	517	N676DL	DEN	163	1197
4	1171	N943DL	DEN	164	1197
4	1605	N689DL	DEN	165	1197
4	223	N109DL	DEN	166	1197
4	1707	N904DL	DEN	168	1197
4	301	N978DL	DEN	175	1197
4	319	N916DL	DEN	178	1197
4	505	N637DL	DEN	203	1197
5	319	N902DE	DEN	161	1197
5	301	N946DL	DEN	163	1197
5	1171	N952DL	DEN	164	1197
5	1707	N995DL	DEN	165	1197
5	505	N618DL	DEN	167	1197
5	385	N682DA	DEN	169	1197
5	517	N603DL	DEN	169	1197
5	223	N103DA	DEN	171	1197
5	1605	N634DL	DEN	171	1197
6	505	N623DL	DEN	154	1197
6	223	N103DA	DEN	158	1197
6	385	N662DN	DEN	159	1197
6	1707	N973DL	DEN	159	1197
6	319	N919DE	DEN	160	1197
6	301	N922DL	DEN	161	1197
6	1605	N630DL	DEN	162	1197
6	1171	N976DL	DEN	163	1197
6	517	N615DL	DEN	164	1197
7	223	N671DN	DEN	158	1197
7	1171	N910DL	DEN	161	1197
7	385	N687DL	DEN	162	1197
7	1605	N628DL	DEN	163	1197
7	517	N690DL	DEN	164	1197
7	1707	N998DL	DEN	165	1197
7	301	N906DE	DEN	167	1197
7	505	N614DL	DEN	167	1197
7	319	N924DL	DEN	168	1197
8	223	N614DL	DEN	149	1197
8	517	N681DA	DEN	154	1197
8	505	N609DL	DEN	156	1197
8	1171	N931DL	DEN	156	1197
8	1605	N679DA	DEN	157	1197
8	301	N907DL	DEN	158	1197
8	319	N998DL	DEN	161	1197
8	1707	N947DL	DEN	162	1197
8	385	N619DL	DEN	163	1197
9	517	N659DL	DEN	154	1197
9	1171	N904DL	DEN	157	1197
9	385	N618DL	DEN	158	1197
9	1605	N641DL	DEN	158	1197
9	223	N614DL	DEN	159	1197
9	1707	N942DL	DEN	159	1197
9	319	N943DL	DEN	161	1197
9	301	N913DE	DEN	162	1197
9	505	N631DL	DEN	168	1197
10	385	N654DL	DEN	146	1197
10	517	N607DL	DEN	147	1197
10	223	N113DA	DEN	150	1197
10	1605	N686DA	DEN	150	1197
10	1707	N951DL	DEN	151	1197
10	505	N623DL	DEN	153	1197
10	1171	N934DL	DEN	153	1197
10	319	N948DL	DEN	156	1197
10	301	N907DE	DEN	157	1197
11	223	N108DL	DEN	148	1197
11	517	N615DL	DEN	150	1197
11	385	N682DA	DEN	151	1197
11	505	N612DL	DEN	152	1197
11	1171	N910DL	DEN	153	1197
11	1707	N973DL	DEN	155	1197
11	301	N941DL	DEN	156	1197
11	1605	N666DN	DEN	158	1197
11	319	N953DL	DEN	159	1197
12	1605	N609DL	DEN	155	1197
12	385	N606DL	DEN	158	1197
12	517	N610DL	DEN	160	1197
12	505	N666DN	DEN	161	1197
12	223	N111DN	DEN	163	1197
12	319	N949DL	DEN	165	1197
12	301	N972DL	DEN	166	1197
12	1707	N903DE	DEN	166	1197
12	1171	N963DL	DEN	167	1197
13	505	N653DL	DEN	163	1197
13	301	N952DL	DEN	166	1197
13	1171	N937DL	DEN	167	1197
13	319	N990DL	DEN	169	1197
13	385	N607DL	DEN	169	1197
13	223	N110DL	DEN	170	1197
13	1605	N671DN	DEN	172	1197
13	1707	N954DL	DEN	172	1197
13	517	N616DL	DEN	173	1197
14	1605	N686DA	DEN	154	1197
14	385	N668DN	DEN	160	1197
14	505	N661DN	DEN	161	1197
14	223	N108DL	DEN	163	1197
14	517	N667DN	DEN	164	1197
14	301	N980DL	DEN	167	1197
14	1707	N983DL	DEN	167	1197
14	319	N960DL	DEN	169	1197
14	1171	N926DL	DEN	175	1197
15	517	N658DL	DEN	172	1197
15	1605	N637DL	DEN	172	1197
15	1171	N902DE	DEN	180	1197
15	505	N667DN	DEN	181	1197
15	223	N110DL	DEN	182	1197
15	301	N953DL	DEN	184	1197
15	385	N662DN	DEN	185	1197
15	319	N954DL	DEN	186	1197
15	1707	N958DL	DEN	188	1197
16	505	N606DL	DEN	171	1197
16	1171	N922DL	DEN	173	1197
16	319	N926DL	DEN	176	1197
16	1605	N638DL	DEN	178	1197
16	223	N111DN	DEN	179	1197
16	301	N989DL	DEN	179	1197
16	517	N681DA	DEN	183	1197
16	1707	N928DL	DEN	184	1197
16	385	N609DL	DEN	185	1197
17	505	N692DL	DEN	156	1197
17	1171	N917DE	DEN	161	1197
17	319	N914DE	DEN	162	1197
17	385	N614DL	DEN	164	1197
17	301	N950DL	DEN	166	1197
17	517	N602DL	DEN	170	1197
17	1707	N960DL	DEN	170	1197
17	1605	N642DL	DEN	172	1197
17	223	N653DL	DEN	175	1197
18	301	N925DL	DEN	163	1197
18	223	N109DL	DEN	167	1197
18	1171	N906DL	DEN	168	1197
18	319	N919DL	DEN	170	1197
18	517	N672DL	DEN	174	1197
18	505	N682DA	DEN	176	1197
18	1707	N979DL	DEN	176	1197
18	385	N670DN	DEN	179	1197
18	1605	N668DN	DEN	185	1197
19	301	N909DE	DEN	163	1197
19	505	N603DL	DEN	163	1197
19	1171	N945DL	DEN	167	1197
19	223	N105DA	DEN	171	1197
19	1707	N948DL	DEN	171	1197
19	385	N635DL	DEN	173	1197
19	319	N973DL	DEN	178	1197
19	1605	N601DL	DEN	178	1197
20	505	N670DN	DEN	167	1197
20	517	N608DA	DEN	167	1197
20	385	N637DL	DEN	170	1197
20	1605	N679DA	DEN	173	1197
20	223	N106DA	DEN	174	1197
20	1171	N997DL	DEN	175	1197
20	1707	N975DL	DEN	175	1197
20	319	N916DL	DEN	176	1197
20	301	N979DL	DEN	177	1197
21	505	N652DL	DEN	167	1197
21	385	N605DL	DEN	169	1197
21	1171	N941DL	DEN	169	1197
21	301	N955DL	DEN	170	1197
21	319	N966DL	DEN	170	1197
21	1707	N911DL	DEN	170	1197
21	223	N103DA	DEN	171	1197
21	1605	N687DL	DEN	171	1197
21	517	N665DN	DEN	173	1197
22	517	N642DL	DEN	163	1197
22	1605	N668DN	DEN	163	1197
22	301	N980DL	DEN	172	1197
22	1707	N917DE	DEN	172	1197
22	319	N966DL	DEN	173	1197
22	505	N616DL	DEN	175	1197
22	223	N115DA	DEN	176	1197
22	1171	N911DE	DEN	177	1197
22	385	N631DL	DEN	186	1197
23	385	N667DN	DEN	164	1197
23	301	N987DL	DEN	165	1197
23	223	N101DA	DEN	166	1197
23	517	N614DL	DEN	170	1197
23	505	N642DL	DEN	172	1197
23	1605	N672DL	DEN	172	1197
23	1171	N964DL	DEN	173	1197
23	1707	N993DL	DEN	176	1197
23	319	N994DL	DEN	186	1197
24	223	N110DL	DEN	164	1197
24	385	N662DN	DEN	165	1197
24	505	N618DL	DEN	166	1197
24	517	N660DL	DEN	167	1197
24	1605	N640DL	DEN	167	1197
24	1707	N905DL	DEN	167	1197
24	301	N902DE	DEN	171	1197
24	319	N993DL	DEN	172	1197
24	1171	N960DL	DEN	172	1197
25	505	N751AT	DEN	160	1197
25	319	N920DL	DEN	162	1197
25	1707	N923DL	DEN	162	1197
25	1171	N931DL	DEN	163	1197
25	301	N981DL	DEN	166	1197
25	1605	N667DN	DEN	166	1197
25	517	N603DL	DEN	167	1197
25	223	N105DA	DEN	171	1197
25	385	N622DL	DEN	173	1197
26	517	N627DL	DEN	165	1197
26	1707	N981DL	DEN	165	1197
26	223	N103DA	DEN	166	1197
26	505	N657DL	DEN	166	1197
26	301	N978DL	DEN	168	1197
26	1171	N922DL	DEN	168	1197
26	319	N923DL	DEN	170	1197
26	385	N656DL	DEN	170	1197
26	1605	N662DN	DEN	170	1197
27	301	N905DL	DEN	163	1197
27	319	N910DL	DEN	163	1197
27	223	N115DA	DEN	164	1197
27	385	N626DL	DEN	164	1197
27	517	N656DL	DEN	164	1197
27	1171	N902DL	DEN	164	1197
27	505	N671DN	DEN	167	1197
27	1605	N633DL	DEN	167	1197
27	1707	N920DE	DEN	167	1197
28	505	N622DL	DEN	162	1197
28	517	N652DL	DEN	162	1197
28	1605	N674DL	DEN	162	1197
28	223	N102DA	DEN	166	1197
28	385	N666DN	DEN	167	1197
28	1707	N916DE	DEN	168	1197
28	301	N908DL	DEN	170	1197
28	319	N904DE	DEN	170	1197
28	1171	N937DL	DEN	171	1197
29	505	N607DL	DEN	166	1197
29	1605	N629DL	DEN	167	1197
29	517	N670DN	DEN	168	1197
29	223	N115DA	DEN	169	1197
29	385	N632DL	DEN	169	1197
29	319	N900DE	DEN	170	1197
29	301	N913DE	DEN	171	1197
29	1171	N908DL	DEN	172	1197
29	1707	N954DL	DEN	172	1197
30	1605	N679DA	DEN	164	1197
30	505	N662DN	DEN	167	1197
30	517	N689DL	DEN	171	1197
30	385	N601DL	DEN	172	1197
30	1171	N912DL	DEN	174	1197
30	223	N114DL	DEN	176	1197
30	1707	N930DL	DEN	176	1197
30	301	N970DL	DEN	178	1197
30	319	N927DA	DEN	178	1197
31	385	N681DA	DEN	161	1197
31	1171	N902DE	DEN	163	1197
31	223	N102DA	DEN	165	1197
31	1707	N967DL	DEN	165	1197
31	505	N606DL	DEN	166	1197
31	517	N601DL	DEN	167	1197
31	301	N971DL	DEN	168	1197
31	1605	N661DN	DEN	170	1197
31	319	N917DE	DEN	171	1197
1	165	N180DN	DFW	102	730
1	763	N975DL	DFW	103	730
1	1297	N983DL	DFW	106	730
1	743	N101DA	DFW	109	730
1	762	N389DA	DFW	110	730
1	612	N378DA	DFW	111	730
1	1248	N909DA	DFW	111	730
1	1561	N102DA	DFW	112	730
1	1229	N137DL	DFW	114	730
1	1299	N966DL	DFW	115	730
1	1463	N901DL	DFW	121	730
1	1059	N388DA	DFW	130	730
1	1499	N624DL	DFW	136	730
2	1229	N757AT	DFW	104	730
2	1297	N917DL	DFW	104	730
2	1499	N653DL	DFW	104	730
2	1248	N908DA	DFW	106	730
2	165	N114DL	DFW	107	730
2	743	N107DL	DFW	108	730
2	763	N974DL	DFW	108	730
2	1299	N634DL	DFW	110	730
2	467	N392DA	DFW	111	730
2	762	N3764D	DFW	111	730
2	612	N384DA	DFW	113	730
2	1463	N980DL	DFW	114	730
2	1561	N115DA	DFW	114	730
2	1059	N3760C	DFW	119	730
3	1297	N937DL	DFW	100	730
3	1248	N904DA	DFW	107	730
3	1499	N653DL	DFW	107	730
3	612	N3757D	DFW	108	730
3	762	N3764D	DFW	111	730
3	763	N994DL	DFW	111	730
3	165	N839MH	DFW	112	730
3	1561	N104DA	DFW	112	730
3	1229	N125DL	DFW	113	730
3	743	N102DA	DFW	114	730
3	1299	N919DE	DFW	114	730
3	1059	N918DL	DFW	115	730
3	1463	N908DE	DFW	116	730
3	467	N3751B	DFW	121	730
4	165	N153DL	DFW	105	730
4	1297	N914DE	DFW	107	730
4	1499	N661DN	DFW	107	730
4	743	N110DL	DFW	110	730
4	763	N950DL	DFW	111	730
4	1229	N144DA	DFW	118	730
4	1299	N623DL	DFW	131	730
4	1561	N134DL	DFW	133	730
4	467	N372DA	DFW	134	730
4	762	N825MH	DFW	134	730
4	1463	N912DE	DFW	159	730
4	1059	N383DN	DFW	166	730
4	612	N3745B	DFW	185	730
5	1297	N964DL	DFW	98	730
5	165	N169DZ	DFW	103	730
5	1499	N673DL	DFW	105	730
5	1229	N126DL	DFW	106	730
5	467	N3741S	DFW	107	730
5	763	N910DL	DFW	107	730
5	762	N3765	DFW	110	730
5	1248	N909DA	DFW	110	730
5	1561	N111DN	DFW	110	730
5	1299	N619DL	DFW	113	730
5	612	N385DN	DFW	115	730
5	1463	N900DE	DFW	115	730
5	1059	N3743H	DFW	116	730
5	743	N112DL	DFW	117	730
6	1297	N953DL	DFW	100	730
6	763	N979DL	DFW	102	730
6	612	N3753	DFW	104	730
6	1299	N680DA	DFW	104	730
6	1499	N688DL	DFW	104	730
6	1463	N974DL	DFW	107	730
6	1229	N144DA	DFW	108	730
6	1059	N376DA	DFW	109	730
6	1561	N106DA	DFW	109	730
6	762	N3767	DFW	110	730
6	467	N3758Y	DFW	111	730
6	165	N196DN	DFW	114	730
6	743	N114DL	DFW	115	730
6	1248	N902DA	DFW	115	730
7	743	N101DA	DFW	108	730
7	1297	N927DA	DFW	109	730
7	1463	N981DL	DFW	111	730
7	1248	N908DA	DFW	113	730
7	467	N136DL	DFW	114	730
7	612	N3767	DFW	114	730
7	1299	N614DL	DFW	114	730
7	1499	N659DL	DFW	114	730
7	1561	N105DA	DFW	116	730
7	763	N994DL	DFW	117	730
7	1059	N379DA	DFW	118	730
7	165	N173DN	DFW	123	730
7	1229	N131DN	DFW	143	730
8	1499	N681DA	DFW	99	730
8	1229	N128DL	DFW	101	730
8	1561	N105DA	DFW	102	730
8	165	N197DN	DFW	103	730
8	1248	N912DN	DFW	104	730
8	1297	N964DL	DFW	104	730
8	612	N372DA	DFW	105	730
8	467	N373DA	DFW	106	730
8	763	N905DA	DFW	106	730
8	762	N3746H	DFW	107	730
8	1299	N626DL	DFW	107	730
8	743	N111DN	DFW	108	730
8	1463	N928DL	DFW	112	730
8	1059	N3753	DFW	116	730
9	1297	N928DL	DFW	106	730
9	1248	N901DA	DFW	107	730
9	763	N952DL	DFW	108	730
9	1299	N622DL	DFW	108	730
9	1499	N619DL	DFW	109	730
9	612	N3746H	DFW	110	730
9	743	N107DL	DFW	110	730
9	165	N179DN	DFW	111	730
9	762	N371DA	DFW	111	730
9	1059	N3769L	DFW	111	730
9	1463	N915DE	DFW	112	730
9	1561	N113DA	DFW	113	730
9	467	N3754A	DFW	115	730
9	1229	N123DN	DFW	119	730
10	1299	N981DL	DFW	102	730
10	763	N926DL	DFW	104	730
10	1229	N102DA	DFW	104	730
10	612	N371DA	DFW	105	730
10	1463	N958DL	DFW	105	730
10	743	N105DA	DFW	106	730
10	1297	N917DL	DFW	107	730
10	1499	N610DL	DFW	107	730
10	1561	N108DL	DFW	108	730
10	762	N376DA	DFW	110	730
10	1059	N956DL	DFW	110	730
10	467	N3749D	DFW	113	730
10	1248	N905DA	DFW	116	730
10	165	N394DL	DFW	123	730
11	1248	N911DA	DFW	109	730
11	612	N376DA	DFW	110	730
11	762	N373DA	DFW	110	730
11	1229	N120DL	DFW	110	730
11	1561	N114DL	DFW	110	730
11	1463	N917DE	DFW	111	730
11	1297	N983DL	DFW	112	730
11	1299	N613DL	DFW	112	730
11	165	N1602	DFW	113	730
11	763	N930DL	DFW	113	730
11	1499	N669DN	DFW	113	730
11	467	N3768	DFW	114	730
11	743	N103DA	DFW	115	730
11	1059	N3760C	DFW	121	730
12	763	N902DA	DFW	104	730
12	165	N184DN	DFW	108	730
12	1229	N104DA	DFW	108	730
12	762	N3754A	DFW	109	730
12	1463	N913DL	DFW	111	730
12	1499	N667DN	DFW	111	730
12	612	N3746H	DFW	112	730
12	743	N109DL	DFW	112	730
12	1248	N981DL	DFW	113	730
12	1299	N673DL	DFW	113	730
12	1059	N394DA	DFW	114	730
12	1297	N932DL	DFW	115	730
12	467	N392DA	DFW	117	730
12	1561	N113DA	DFW	118	730
13	165	N180DN	DFW	108	730
13	1297	N993DL	DFW	109	730
13	1229	N1402A	DFW	111	730
13	612	N392DA	DFW	112	730
13	1499	N615DL	DFW	112	730
13	467	N387DA	DFW	113	730
13	762	N384DA	DFW	113	730
13	1248	N902DA	DFW	113	730
13	1561	N108DL	DFW	113	730
13	763	N989DL	DFW	114	730
13	1059	N380DA	DFW	114	730
13	1463	N977DL	DFW	114	730
13	743	N106DA	DFW	115	730
14	1297	N979DL	DFW	111	730
14	1499	N669DN	DFW	114	730
14	165	N172DZ	DFW	118	730
14	1299	N606DL	DFW	118	730
14	467	N3753	DFW	119	730
14	743	N101DA	DFW	119	730
14	763	N919DL	DFW	119	730
14	1463	N973DL	DFW	119	730
14	612	N387DA	DFW	120	730
14	1059	N389DA	DFW	120	730
14	1229	N132DN	DFW	120	730
14	1248	N981DL	DFW	120	730
14	762	N393DA	DFW	121	730
14	1561	N110DL	DFW	122	730
15	612	N378DA	DFW	108	730
15	1059	N3749D	DFW	109	730
15	743	N108DL	DFW	110	730
15	1229	N119DL	DFW	111	730
15	1561	N115DA	DFW	111	730
15	165	N182DN	DFW	112	730
15	1463	N972DL	DFW	113	730
15	763	N938DL	DFW	114	730
15	1248	N956DL	DFW	114	730
15	1299	N607DL	DFW	114	730
15	1297	N925DL	DFW	116	730
15	1499	N605DL	DFW	116	730
15	467	N374DA	DFW	118	730
15	762	N3768	DFW	118	730
16	1299	N664DN	DFW	106	730
16	165	N193DN	DFW	107	730
16	612	N3768	DFW	107	730
16	763	N998DL	DFW	109	730
16	1248	N916DL	DFW	109	730
16	1463	N914DE	DFW	109	730
16	743	N109DL	DFW	110	730
16	1229	N674DL	DFW	110	730
16	1561	N106DA	DFW	110	730
16	762	N384DA	DFW	111	730
16	1059	N383DN	DFW	111	730
16	1297	N967DL	DFW	111	730
16	1499	N610DL	DFW	111	730
16	467	N3760C	DFW	112	730
17	612	N3760C	DFW	110	730
17	763	N973DL	DFW	110	730
17	1059	N944DL	DFW	110	730
17	1229	N137DL	DFW	111	730
17	762	N3765	DFW	112	730
17	1297	N917DL	DFW	112	730
17	1299	N903DL	DFW	113	730
17	1463	N939DL	DFW	114	730
17	1561	N103DA	DFW	114	730
17	743	N114DL	DFW	115	730
17	1499	N675DL	DFW	115	730
17	165	N199DN	DFW	116	730
17	467	N3750D	DFW	117	730
17	1248	N903DA	DFW	141	730
18	1561	N106DA	DFW	106	730
18	467	N384DA	DFW	107	730
18	762	N3741S	DFW	107	730
18	1499	N608DA	DFW	107	730
18	763	N967DL	DFW	109	730
18	1248	N911DA	DFW	109	730
18	1229	N177DZ	DFW	111	730
18	1297	N908DE	DFW	111	730
18	165	N154DL	DFW	112	730
18	743	N103DA	DFW	113	730
18	1463	N938DL	DFW	114	730
18	1299	N757AT	DFW	115	730
18	612	N3748Y	DFW	122	730
18	1059	N3768	DFW	124	730
19	165	N1604R	DFW	115	730
19	1229	N128DL	DFW	115	730
19	1297	N940DL	DFW	115	730
19	612	N3741S	DFW	116	730
19	1059	N371DA	DFW	117	730
19	1299	N679DA	DFW	117	730
19	762	N3754A	DFW	118	730
19	763	N908DL	DFW	118	730
19	1499	N613DL	DFW	118	730
19	1561	N104DA	DFW	118	730
19	743	N101DA	DFW	120	730
19	1463	N957DL	DFW	120	730
19	467	N3745B	DFW	128	730
20	1297	N937DL	DFW	103	730
20	743	N115DA	DFW	105	730
20	165	N198DN	DFW	106	730
20	1229	N177DZ	DFW	106	730
20	762	N3750D	DFW	108	730
20	763	N914DE	DFW	108	730
20	1499	N613DL	DFW	109	730
20	467	N381DA	DFW	110	730
20	612	N3755D	DFW	111	730
20	1248	N911DA	DFW	111	730
20	1561	N102DA	DFW	111	730
20	1299	N619DL	DFW	114	730
20	1059	N373DA	DFW	119	730
21	1297	N900DE	DFW	104	730
21	743	N107DL	DFW	109	730
21	1499	N654DL	DFW	110	730
21	165	N179DN	DFW	111	730
21	612	N392DA	DFW	111	730
21	1229	N138DL	DFW	111	730
21	1561	N110DL	DFW	112	730
21	763	N929DL	DFW	114	730
21	467	N394DA	DFW	115	730
21	1059	N3753	DFW	115	730
21	1299	N672DL	DFW	115	730
21	1463	N991DL	DFW	117	730
21	1248	N916DN	DFW	118	730
21	762	N3756	DFW	119	730
22	165	N172DN	DFW	107	730
22	1297	N909DL	DFW	108	730
22	467	N3742C	DFW	110	730
22	762	N3758Y	DFW	110	730
22	1499	N613DL	DFW	110	730
22	612	N375DA	DFW	111	730
22	743	N114DL	DFW	111	730
22	1059	N3749D	DFW	113	730
22	1299	N680DA	DFW	113	730
22	1561	N101DA	DFW	113	730
22	1463	N969DL	DFW	116	730
22	763	N902DL	DFW	118	730
22	1248	N979DL	DFW	123	730
23	1299	N692DL	DFW	107	730
23	1229	N619DL	DFW	110	730
23	612	N3758Y	DFW	111	730
23	762	N3751B	DFW	111	730
23	763	N945DL	DFW	113	730
23	1248	N913DE	DFW	113	730
23	1561	N110DL	DFW	114	730
23	1297	N957DL	DFW	115	730
23	165	N189DN	DFW	117	730
23	1499	N687DL	DFW	117	730
23	743	N112DL	DFW	119	730
23	467	N390DA	DFW	125	730
23	1059	N3750D	DFW	127	730
23	1463	N913DE	DFW	129	730
24	1297	N910DE	DFW	103	730
24	165	N188DN	DFW	110	730
24	612	N3768	DFW	112	730
24	743	N111DN	DFW	112	730
24	762	N3764D	DFW	112	730
24	763	N900DE	DFW	112	730
24	1299	N914DE	DFW	113	730
24	1561	N105DA	DFW	113	730
24	1499	N654DL	DFW	114	730
24	1248	N945DL	DFW	115	730
24	1463	N991DL	DFW	117	730
24	1059	N916DE	DFW	119	730
24	1229	N172DZ	DFW	120	730
24	467	N376DA	DFW	123	730
25	165	N179DN	DFW	101	730
25	763	N989DL	DFW	106	730
25	1297	N964DL	DFW	106	730
25	1248	N904DA	DFW	107	730
25	1499	N628DL	DFW	107	730
25	743	N110DL	DFW	108	730
25	612	N3746H	DFW	110	730
25	1463	N911DL	DFW	111	730
25	1299	N173DZ	DFW	113	730
25	1561	N103DA	DFW	113	730
25	762	N3743H	DFW	116	730
25	1059	N3763D	DFW	126	730
25	467	N393DA	DFW	137	730
25	1229	N658DL	DFW	152	730
26	1499	N641DL	DFW	101	730
26	1297	N915DE	DFW	103	730
26	165	N1607B	DFW	105	730
26	743	N101DA	DFW	107	730
26	612	N382DA	DFW	109	730
26	762	N3742C	DFW	109	730
26	1229	N120DL	DFW	111	730
26	1561	N112DL	DFW	112	730
26	467	N380DA	DFW	113	730
26	763	N952DL	DFW	113	730
26	1299	N659DL	DFW	114	730
26	1248	N909DA	DFW	115	730
26	1059	N3763D	DFW	119	730
26	1463	N926DL	DFW	123	730
27	1499	N657DL	DFW	102	730
27	165	N1611B	DFW	107	730
27	763	N902DE	DFW	107	730
27	1229	N120DL	DFW	107	730
27	743	N108DL	DFW	108	730
27	762	N386DA	DFW	108	730
27	1297	N917DE	DFW	108	730
27	1248	N904DA	DFW	110	730
27	467	N3754A	DFW	111	730
27	612	N3742C	DFW	111	730
27	1299	N622DL	DFW	112	730
27	1561	N102DA	DFW	112	730
27	1463	N920DL	DFW	113	730
27	1059	N3769L	DFW	117	730
28	1297	N992DL	DFW	103	730
28	1299	N622DL	DFW	106	730
28	763	N980DL	DFW	107	730
28	1229	N130DL	DFW	108	730
28	612	N3754A	DFW	109	730
28	1561	N114DL	DFW	109	730
28	743	N105DA	DFW	110	730
28	762	N3751B	DFW	110	730
28	1499	N609DL	DFW	110	730
28	1248	N911DA	DFW	111	730
28	165	N1605	DFW	112	730
28	467	N377DA	DFW	113	730
28	1463	N942DL	DFW	113	730
28	1059	N3759	DFW	116	730
29	763	N948DL	DFW	104	730
29	1297	N987DL	DFW	104	730
29	165	N198DN	DFW	105	730
29	743	N104DA	DFW	106	730
29	1248	N992DL	DFW	108	730
29	1229	N173DZ	DFW	109	730
29	467	N385DN	DFW	110	730
29	762	N3768	DFW	112	730
29	1299	N641DL	DFW	112	730
29	1561	N114DL	DFW	114	730
29	612	N3753	DFW	116	730
29	1499	N609DL	DFW	116	730
29	1463	N941DL	DFW	117	730
29	1059	N3771K	DFW	120	730
30	165	N1201P	DFW	105	730
30	1499	N646DL	DFW	105	730
30	762	N3753	DFW	107	730
30	1248	N902DA	DFW	108	730
30	743	N108DL	DFW	110	730
30	1561	N108DL	DFW	111	730
30	763	N998DL	DFW	112	730
30	1299	N662DN	DFW	112	730
30	467	N238WA	DFW	113	730
30	1229	N139DL	DFW	114	730
30	1463	N977DL	DFW	117	730
30	1297	N955DL	DFW	128	730
30	1059	N379DA	DFW	138	730
31	1297	N911DL	DFW	107	730
31	165	N190DN	DFW	108	730
31	1229	N128DL	DFW	108	730
31	743	N107DL	DFW	109	730
31	763	N947DL	DFW	109	730
31	1561	N113DA	DFW	109	730
31	467	N390DA	DFW	111	730
31	1248	N955DL	DFW	111	730
31	1463	N949DL	DFW	113	730
31	1499	N652DL	DFW	113	730
31	612	N978DL	DFW	115	730
31	1299	N985DL	DFW	115	730
31	1059	N996DL	DFW	116	730
31	762	N3753	DFW	119	730
1	488	N935DL	DTW	82	595
1	1016	N944DL	DTW	83	595
1	1140	N944DL	DTW	84	595
1	276	N973DL	DTW	86	595
1	294	N910DE	DTW	87	595
1	1855	N986DL	DTW	87	595
1	1048	N985DL	DTW	90	595
1	1200	N911DE	DTW	100	595
2	1140	N933DL	DTW	81	595
2	1048	N915DL	DTW	82	595
2	276	N911DE	DTW	85	595
2	488	N976DL	DTW	85	595
2	1855	N927DA	DTW	86	595
2	1016	N933DL	DTW	87	595
2	1200	N943DL	DTW	90	595
2	294	N909DL	DTW	92	595
3	294	N939DL	DTW	66	595
3	1048	N947DL	DTW	87	595
3	1140	N954DL	DTW	87	595
3	276	N943DL	DTW	88	595
3	488	N969DL	DTW	90	595
3	1016	N938DL	DTW	91	595
3	1200	N901DE	DTW	92	595
3	1855	N941DL	DTW	93	595
4	294	N974DL	DTW	81	595
4	488	N921DL	DTW	81	595
4	1140	N990DL	DTW	82	595
4	276	N947DL	DTW	83	595
